goods_code,frequency,code_length
238088761,6,9
234045021,6,9
240087880,6,9
240243873,6,9
240782342,6,9
236822069,6,9
240040990,6,9
238910405,6,9
234240495,6,9
235590363,6,9
239742813,6,9
236917909,6,9
237997641,6,9
236604761,6,9
240192731,6,9
240087881,6,9
238667150,6,9
238929837,6,9
231238739,6,9
238905797,6,9
236994268,6,9
238910407,6,9
235802334,6,9
239831374,6,9
240342758,6,9
236917963,6,9
239146699,6,9
238451407,6,9
237553507,6,9
237845523,6,9
236917925,6,9
239859343,6,9
239001558,6,9
239841997,6,9
240222695,6,9
237466893,6,9
238999522,6,9
236822116,6,9
238639095,6,9
238270986,6,9
240361483,6,9
233658505,6,9
239993668,6,9
239012993,6,9
237653281,6,9
239003112,6,9
236822062,6,9
238479913,6,9
240346954,6,9
238868066,6,9
238642181,6,9
238711972,6,9
240804460,6,9
DMS8087,6,7
236604757,6,9
240342736,6,9
239842079,6,9
238835486,6,9
238833501,6,9
231124974,6,9
240192728,6,9
233971218,6,9
238979363,6,9
237331628,6,9
234676734,6,9
236550306,6,9
237553492,6,9
238911550,6,9
238349237,6,9
237719185,6,9
238548337,6,9
238925840,6,9
239842075,6,9
236822111,6,9
237457814,6,9
236088572,6,9
237642110,6,9
240075483,6,9
235802363,6,9
237758875,6,9
238582492,6,9
231974862,6,9
234966516,6,9
240157931,6,9
238782739,6,9
240383709,6,9
238666321,6,9
239832793,6,9
238258120,6,9
237141935,6,9
239929086,6,9
233939851,6,9
231759512,6,9
238868021,6,9
234663833,6,9
238286394,6,9
238586031,6,9
238642188,6,9
240039434,6,9
239877661,6,9
239990667,6,9
237228778,6,9
240772319,6,9
238302383,6,9
240242359,6,9
239001446,6,9
238286398,6,9
231659350,6,9
237013514,6,9
240222690,6,9
240277318,6,9
232503891,6,9
231958716,6,9
239783105,6,9
238667153,6,9
238699635,6,9
239838681,6,9
238349169,6,9
237395261,6,9
234966606,6,9
237720918,6,9
240041030,6,9
237816508,6,9
240243958,6,9
231238674,6,9
238511917,6,9
240087884,6,9
236917921,6,9
237689833,6,9
238705795,6,9
236008891,6,9
239737307,6,9
232484448,6,9
238704823,6,9
238382023,6,9
238242285,6,9
238703837,6,9
237288153,6,9
238954040,6,9
238521762,6,9
238286392,6,9
238729647,6,9
238271148,6,9
239773260,6,9
239750032,6,9
237619645,6,9
235802305,6,9
238639098,6,9
240346939,6,9
239484676,6,9
234045077,6,9
238091568,6,9
234045024,6,9
238548306,6,9
239074673,6,9
239947235,6,9
238403517,6,9
231590017,6,9
238204328,6,9
234966617,6,9
237827092,6,9
238607357,6,9
238711971,6,9
239091965,6,9
238868186,6,9
238074942,6,9
239001516,6,9
237922627,6,9
239842074,6,9
239790717,6,9
234966526,6,9
238298178,6,9
236053895,6,9
239903552,6,9
233138459,6,9
DMS10426,6,8
236999134,6,9
237720533,6,9
237870447,6,9
238204369,6,9
239743867,6,9
232432335,6,9
236446359,6,9
236918110,6,9
237720823,6,9
240217099,6,9
234966518,6,9
239831376,6,9
237534296,6,9
236917973,6,9
238128214,6,9
238903992,6,9
238303771,6,9
238868060,6,9
236695091,6,9
240000491,6,9
238681163,6,9
240140669,6,9
238251441,6,9
237219466,6,9
237609215,6,9
237782488,6,9
236938428,6,9
238905643,6,9
238318026,6,9
231958722,6,9
240822976,6,9
240893373,6,9
234966615,6,9
238388199,6,9
235924376,6,9
237997616,6,9
234676735,6,9
238667166,5,9
239827063,5,9
238121946,5,9
238531440,5,9
240041002,5,9
238868391,5,9
237256796,5,9
239854858,5,9
DMS8088,5,7
237138267,5,9
237013444,5,9
237553511,5,9
233964752,5,9
233054879,5,9
236999133,5,9
237298525,5,9
240376598,5,9
240108607,5,9
240242851,5,9
239082692,5,9
238507726,5,9
240603162,5,9
237991506,5,9
237598044,5,9
237274583,5,9
240530687,5,9
236936640,5,9
231741868,5,9
236938439,5,9
234090945,5,9
238652144,5,9
236088594,5,9
232851045,5,9
233016785,5,9
237931181,5,9
238677670,5,9
239817712,5,9
238401080,5,9
237407620,5,9
238933301,5,9
237899931,5,9
240361430,5,9
237357320,5,9
237845535,5,9
240217109,5,9
240170544,5,9
234558679,5,9
238258142,5,9
238054128,5,9
238242295,5,9
238381665,5,9
240361430,5,9
239773610,5,9
236546870,5,9
237543621,5,9
233119240,5,9
236546871,5,9
238258120,5,9
238564036,5,9
238534714,5,9
238276212,5,9
237637910,5,9
236604722,5,9
236546882,5,9
237642109,5,9
239546660,5,9
233176620,5,9
238275660,5,9
233725409,5,9
239944760,5,9
234558646,5,9
234966534,5,9
238925843,5,9
238298497,5,9
238905788,5,9
239001405,5,9
237993874,5,9
236546862,5,9
238603809,5,9
231686158,5,9
239990674,5,9
239001477,5,9
233054885,5,9
236999167,5,9
239048661,5,9
239760133,5,9
240361418,5,9
238632521,5,9
238626652,5,9
234388090,5,9
238152204,5,9
238054112,5,9
239991681,5,9
231083318,5,9
240108929,5,9
240586669,5,9
238910693,5,9
238919083,5,9
239482913,5,9
236557755,5,9
240782336,5,9
239737307,5,9
234966630,5,9
232503891,5,9
236088572,5,9
238758097,5,9
237874616,5,9
239955013,5,9
237720605,5,9
237013461,5,9
237845512,5,9
238919687,5,9
234966516,5,9
237037769,5,9
240105467,5,9
238486650,5,9
238486649,5,9
234388091,5,9
237447262,5,9
236917904,5,9
238043570,5,9
239837102,5,9
237757373,5,9
237720535,5,9
240346954,5,9
240243884,5,9
238906544,5,9
240192732,5,9
237762756,5,9
240343085,5,9
238564064,5,9
237991508,5,9
236053880,5,9
240572738,5,9
241094348,5,9
238805527,5,9
238247179,5,9
237758885,5,9
240823918,5,9
236288306,5,9
238349171,5,9
230404040,5,9
239854855,5,9
236591506,5,9
237641868,5,9
238011056,5,9
236706317,5,9
237397625,5,9
236822127,5,9
239817713,5,9
237244196,5,9
238960437,5,9
238868392,5,9
238286407,5,9
234090888,5,9
233939850,5,9
239522680,5,9
233988306,5,9
235622341,5,9
239760225,5,9
237901079,5,9
238298992,5,9
237969376,5,9
235876595,5,9
237288152,5,9
238667172,5,9
233016787,5,9
236594940,5,9
239482912,5,9
231625549,5,9
238444193,5,9
237405602,5,9
240000487,5,9
240135092,5,9
237534789,5,9
238911519,5,9
237197820,5,9
239472709,5,9
231638918,5,9
233119254,5,9
238104241,5,9
239310977,5,9
237244079,5,9
233119251,5,9
234240481,5,9
237843838,5,9
239947832,5,9
240054665,5,9
238054135,5,9
236114353,5,9
241018014,5,9
239835930,5,9
238935237,5,9
238054129,5,9
238666319,5,9
238758026,5,9
237791208,5,9
238542030,5,9
240170538,5,9
238267452,5,9
240040977,5,9
237893062,5,9
240342736,5,9
240108577,5,9
237901043,5,9
237493776,5,9
238152211,5,9
238905793,5,9
237653268,5,9
239082980,5,9
238960438,5,9
240804454,5,9
238075146,5,9
236546854,5,9
237553508,5,9
234090860,5,9
237992455,5,9
239310977,5,9
237457814,5,9
237816563,5,9
237770222,5,9
237841890,5,9
234427274,5,9
239143091,5,9
239873041,5,9
238911552,5,9
238479446,5,9
239254663,5,9
236642049,5,9
238529989,5,9
238224523,5,9
238234886,5,9
238548338,5,9
237948329,5,9
238548326,5,9
239188660,5,9
236550335,5,9
238152211,5,9
240040989,5,9
238524781,5,9
238905794,5,9
238905790,5,9
238548331,5,9
240041017,5,9
239835934,5,9
236822122,5,9
237791246,5,9
237719183,5,9
237750859,5,9
236917963,5,9
237758865,5,9
236591493,5,9
237870446,5,9
239779584,5,9
236546877,5,9
238513744,5,9
238825445,5,9
238758041,5,9
237780058,5,9
234419737,5,9
239472846,5,9
234427277,5,9
236604783,5,9
233004770,5,9
238054342,5,9
237238848,5,9
234966531,5,9
232503901,5,9
240838662,5,9
237720510,5,9
237721239,5,9
238497937,5,9
239842000,5,9
237993876,5,9
233658515,5,9
238910019,5,9
238497963,5,9
238735585,5,9
238655689,5,9
237816508,5,9
239091990,5,9
238759629,5,9
237762758,5,9
236917894,5,9
239780063,5,9
238594644,5,9
238079744,5,9
238911177,5,9
240108899,5,9
236892293,5,9
239774072,5,9
233016791,5,9
237623667,5,9
238271130,5,9
233016794,5,9
236396442,5,9
235961678,5,9
239001445,5,9
234090864,5,9
238990554,5,9
238625444,5,9
237332629,5,9
238735587,5,9
237629163,5,9
239760170,5,9
233894723,5,9
238128213,5,9
240376606,5,9
240087881,5,9
234863573,5,9
236074808,5,9
237798528,5,9
238204242,5,9
234045070,5,9
238905671,5,9
235050841,5,9
239774076,5,9
233544705,5,9
238091568,5,9
237893058,5,9
238286401,5,9
233016791,5,9
238204353,5,9
237901069,5,9
238043517,5,9
230992774,5,9
238247258,5,9
241017995,5,9
237181459,5,9
238607361,5,9
233062983,5,9
234966530,5,9
238607380,5,9
240108869,5,9
DMS10422,5,8
231238743,5,9
240243959,5,9
240361496,5,9
237752574,5,9
239774083,5,9
239889166,5,9
238103499,5,9
240671890,5,9
237752569,5,9
238940038,5,9
238937589,5,9
240087888,5,9
238723782,5,9
239091991,5,9
240376592,5,9
238277547,5,9
237013461,5,9
237037765,5,9
240124044,5,9
230504432,5,9
238204242,5,9
236844275,5,9
239082698,5,9
237997587,5,9
239900837,5,9
236053879,5,9
240108578,5,9
239001531,5,9
240361538,5,9
238520871,5,9
237720533,5,9
240108854,5,9
239001492,5,9
239774087,5,9
238847502,5,9
237758889,5,9
233544705,5,9
240054666,5,9
238019527,5,9
238554939,5,9
236895599,5,9
240854677,5,9
240108898,5,9
239773259,5,9
237689003,5,9
237824433,5,9
237357329,5,9
237091061,5,9
237816486,5,9
239001442,5,9
232536668,5,9
238298495,5,9
238069705,5,9
238735588,5,9
238228288,5,9
240346948,5,9
238282614,5,9
231507286,5,9
239941156,5,9
238349992,5,9
237992572,5,9
238493534,5,9
234090865,5,9
238267756,5,9
237806881,5,9
238718135,5,9
238548315,5,9
230504433,5,9
240343025,5,9
236670965,5,9
238632502,5,9
238182832,5,9
238605965,4,9
238667151,4,9
237845506,4,9
237679411,4,9
239739796,4,9
237615544,4,9
237126897,4,9
237371401,4,9
238000033,4,9
240302928,4,9
231294767.0,4,11
231699734,4,9
236288523,4,9
231958594,4,9
234388080,4,9
237845512,4,9
238982970,4,9
236788017,4,9
238954080,4,9
238629978,4,9
238445757,4,9
240185470,4,9
238403522,4,9
238868216,4,9
237900662,4,9
232540550,4,9
240108860,4,9
238382023,4,9
239832764,4,9
238667160,4,9
237084632,4,9
237699535,4,9
238422731,4,9
235966175,4,9
239096609,4,9
238548327,4,9
236938430,4,9
236662180,4,9
240261166,4,9
238632502,4,9
238548320,4,9
238275068,4,9
236994275,4,9
236918066,4,9
237808677,4,9
233262772,4,9
238384373,4,9
238054344,4,9
240242355,4,9
234403009,4,9
237642109,4,9
238642182,4,9
235876604,4,9
236844334,4,9
238277549,4,9
236604712,4,9
239941160,4,9
238988747,4,9
238782739,4,9
237449830,4,9
230957285,4,9
238438857,4,9
233004709,4,9
236088580,4,9
236844276,4,9
237837534,4,9
240192733,4,9
233940339,4,9
238678455,4,9
240187409,4,9
237870446,4,9
239766340,4,9
236938438,4,9
233004779,4,9
237737134,4,9
238204387,4,9
231802879,4,9
240346936,4,9
239229137,4,9
235622314,4,9
237714204,4,9
239773249,4,9
231199973,4,9
237295555,4,9
238286394,4,9
238709874,4,9
239003112,4,9
239975332,4,9
237303009,4,9
239999404,4,9
237430157,4,9
240393831,4,9
238258074,4,9
237231298,4,9
239983034,4,9
240242336,4,9
239091948,4,9
238427762,4,9
240186267,4,9
238349182,4,9
236053890,4,9
239773253,4,9
238211982,4,9
237816528,4,9
239761240,4,9
237013505,4,9
237458373,4,9
239966784,4,9
237816488,4,9
234964331,4,9
235961703,4,9
238910407,4,9
238601322,4,9
239093363,4,9
231958713,4,9
SKUCODE43,4,9
238204656,4,9
232503886,4,9
231958763,4,9
237798528,4,9
237315611,4,9
240361528,4,9
237331632,4,9
232605213,4,9
237614333,4,9
239737488,4,9
238925838,4,9
240243960,4,9
238458354,4,9
234255464,4,9
234776671,4,9
236957814,4,9
236951952,4,9
238423440,4,9
237874615,4,9
238605958,4,9
238905667,4,9
238348098,4,9
238926231,4,9
233203341,4,9
238729668,4,9
239739729,4,9
240951279,4,9
238689762,4,9
238548323,4,9
238303404,4,9
237514186,4,9
239482924,4,9
233054865,4,9
238605972,4,9
240286830,4,9
237997156,4,9
233939855,4,9
234966566,4,9
236917933,4,9
237816528,4,9
236958786,4,9
233004770,4,9
238554938,4,9
237764639,4,9
238444196,4,9
240031250,4,9
237901059,4,9
233098362,4,9
240222697,4,9
238607380,4,9
238554936,4,9
240192733,4,9
240072648,4,9
234090894,4,9
238960280,4,9
236691444,4,9
240671650,4,9
236799030,4,9
239003118,4,9
238271007,4,9
238938849,4,9
240235676,4,9
240243882,4,9
234558636,4,9
238070304,4,9
231238740,4,9
234388079,4,9
240242336,4,9
236446307,4,9
232503892,4,9
238349304,4,9
236918061,4,9
238204775,4,9
240000493,4,9
238919087,4,9
238632525,4,9
238982660,4,9
236410848,4,9
232456641,4,9
236999130,4,9
230397481,4,9
237845508,4,9
237013510,4,9
240242346,4,9
238910690,4,9
238013488,4,9
233658507,4,9
238204300,4,9
239033142,4,9
238422415,4,9
239903570,4,9
238911685,4,9
237246548,4,9
240108580,4,9
239975323,4,9
237816563,4,9
238511918,4,9
240614900,4,9
238607357,4,9
237534333,4,9
238642188,4,9
239760206,4,9
240342750,4,9
239929086,4,9
236550317,4,9
238929838,4,9
237990460,4,9
236446380,4,9
238054132,4,9
237311781,4,9
235961701,4,9
238958529,4,9
236902782,4,9
237903031,4,9
238493541,4,9
238446848,4,9
238298439,4,9
237013568,4,9
237013366,4,9
236917920,4,9
238479718,4,9
238939601,4,9
240242341,4,9
237976246,4,9
239001550,4,9
238308067,4,9
239354661,4,9
230478345,4,9
234090892,4,9
237037763,4,9
240242852,4,9
234558684,4,9
239967192,4,9
238058416,4,9
237534309,4,9
238119577,4,9
239999404,4,9
235961695,4,9
239472843,4,9
237959108,4,9
232452498,4,9
237553491,4,9
240031263,4,9
238121946,4,9
238763459,4,9
238868220,4,9
239158750,4,9
237688989,4,9
238019732,4,9
238607384,4,9
239877656,4,9
237499756,4,9
234966534,4,9
236917946,4,9
235590363,4,9
240361472,4,9
238506939,4,9
237781332,4,9
238204352,4,9
236537358,4,9
238911545,4,9
238548325,4,9
238302362,4,9
238928183,4,9
235876606,4,9
238455577,4,9
237230156,4,9
239078729,4,9
238258113,4,9
237689760,4,9
233686494,4,9
238910402,4,9
238769655,4,9
237859186,4,9
238349187,4,9
234966530,4,9
238401917,4,9
237534783,4,9
240108601,4,9
237609216,4,9
237313671,4,9
239991692,4,9
238947305,4,9
238286395,4,9
238497909,4,9
235802306,4,9
237679373,4,9
239981037,4,9
237543754,4,9
234045014,4,9
237827094,4,9
237762426,4,9
233004769,4,9
238016103,4,9
239877111,4,9
234024574,4,9
238389015,4,9
238919950,4,9
235598344,4,9
238723964,4,9
240242860,4,9
237761611,4,9
237618820,4,9
237452537,4,9
238054119,4,9
240804461,4,9
236869252,4,9
238580892,4,9
238585997,4,9
237808583,4,9
237992823,4,9
239001521,4,9
237157780,4,9
239758359,4,9
239004677,4,9
236917881,4,9
240156660,4,9
238403518,4,9
237899850,4,9
240363232,4,9
239123032,4,9
238298497,4,9
238945473,4,9
233166314,4,9
239538696,4,9
233191975,4,9
240222686,4,9
238247804,4,9
237230006,4,9
240804461,4,9
238548329,4,9
234492776,4,9
237534322,4,9
238711578,4,9
236917920,4,9
238132921,4,9
232432342,4,9
240286831,4,9
239123025,4,9
236587073,4,9
240575986,4,9
240782338,4,9
238508812,4,9
239460681,4,9
239975334,4,9
239117355,4,9
238731518,4,9
231802880,4,9
238302377,4,9
238051211,4,9
238548329,4,9
239937272,4,9
237447266,4,9
237900654,4,9
240818870,4,9
236904864,4,9
238835488,4,9
231878339,4,9
239472682,4,9
240572740,4,9
240242853,4,9
237758887,4,9
240066167,4,9
231634222,4,9
232503880,4,9
238404315,4,9
238919241,4,9
238937588,4,9
240361548,4,9
238547749,4,9
237678962,4,9
236951913,4,9
231459485,4,9
238782819,4,9
239742819,4,9
237126874,4,9
240045617,4,9
238932542,4,9
236691437,4,9
238905807,4,9
239784995,4,9
237775721,4,9
238222163,4,9
237642337,4,9
239482847,4,9
238282678,4,9
238905830,4,9
237457536,4,9
240242852,4,9
237013551,4,9
240818870,4,9
240192742,4,9
238703098,4,9
237996296,4,9
240278715,4,9
237627622,4,9
240031262,4,9
236546880,4,9
238262480,4,9
237962987,4,9
237397623,4,9
236845393,4,9
231878339,4,9
239622889,4,9
237859188,4,9
236679155,4,9
238479466,4,9
236917883,4,9
237764562,4,9
239091989,4,9
238607360,4,9
239078729,4,9
240108850,4,9
239466662,4,9
237013342,4,9
236904868,4,9
237761155,4,9
238869466,4,9
238689726,4,9
240286834,4,9
239472709,4,9
239842094,4,9
238763460,4,9
232851040,4,9
234863567,4,9
238677814,4,9
236346787,4,9
238520919,4,9
232442362,4,9
238043556,4,9
239941167,4,9
236994284,4,9
239851689,4,9
236691430,4,9
238512626,4,9
240293615,4,9
234863569,4,9
240041021,4,9
240286832,4,9
234427277,4,9
237246556,4,9
240241797,4,9
233119258,4,9
239632664,4,9
238704822,4,9
240192735,4,9
236856289,4,9
231796411,4,9
236402675,4,9
232484321,4,9
237192726,4,9
236999167,4,9
240243883,4,9
238868065,4,9
239902345,4,9
238054145,4,9
236918102,4,9
234240481,4,9
237718861,4,9
239999402,4,9
231238706,4,9
238370582,4,9
237377400,4,9
238530014,4,9
237859188,4,9
231797304,4,9
237719185,4,9
237948447,4,9
239538696,4,9
238667156,4,9
238905790,4,9
235876602,4,9
234007066.0,4,11
237816490,4,9
237479979,4,9
238482024,4,9
238869471,4,9
238590608,4,9
238580879,4,9
238478182,4,9
236591498,4,9
239903726,4,9
238904442,4,9
238617668,4,9
240243890,4,9
237997641,4,9
237405603,4,9
238224520,4,9
238204246,4,9
238534716,4,9
238302366,4,9
238905810,4,9
237968530,4,9
237870449,4,9
238533831,4,9
237689788,4,9
236705538,4,9
237901034,4,9
238497924,4,9
237859191,4,9
239837091,4,9
238521761,4,9
238128214,4,9
238678457,4,9
238349169,4,9
232456905,4,9
239797003,4,9
236705536,4,9
238906326,4,9
238104233,4,9
236053877,4,9
236918066,4,9
238564036,4,9
240854771,4,9
238960381,4,9
238677813,4,9
236917946,4,9
236594935,4,9
239127093,4,9
238905810,4,9
236546879,4,9
238349151,4,9
238242295,4,9
238869477,4,9
238590577,4,9
238954078,4,9
239091956,4,9
237955079,4,9
238903991,4,9
238268289,4,9
239096618,4,9
239091988,4,9
236346786,4,9
238482027,4,9
234442853,4,9
237751996,4,9
238149135,4,9
236917941,4,9
238919951,4,9
238582492,4,9
239096616,4,9
238349144,4,9
237747263,4,9
240293628,4,9
238054143,4,9
238759628,4,9
240100940,4,9
238244189,4,9
236938410,4,9
236904865,4,9
238704668,4,9
240242354,4,9
237845520,4,9
238904424,4,9
238271008,4,9
240041021,4,9
239930886,4,9
239975323,4,9
231634223,4,9
237013449,4,9
236672206,4,9
240242360,4,9
240907442,4,9
238348072,4,9
239894583,4,9
232309866,4,9
238911522,4,9
236918138,4,9
239941159,4,9
237689760,4,9
237775772,4,9
236088583,4,9
238379936,4,9
240108600,4,9
233894727,4,9
234966623,4,9
236114353,4,9
238699633,4,9
239947832,4,9
238491844,4,9
238348959,4,9
240822976,4,9
238258143,4,9
231898345,4,9
238874476,4,9
236484471,4,9
233004829,4,9
237736217,4,9
237976242,4,9
231744067,4,9
238275075,4,9
238704354,4,9
235870816,4,9
237968530,4,9
237553505,4,9
238534714,4,9
236794543,4,9
232450570,4,9
239482905,4,9
238036808,4,9
238674743,4,9
238897447,4,9
240170544,4,9
240243876,4,9
231958606,4,9
237333354,4,9
233658530,4,9
240241806,4,9
238666323,4,9
239947237,4,9
238479842,4,9
233916381,4,9
239765193,4,9
241016860,4,9
239091983,4,9
237679368,4,9
238919082,4,9
239975326,4,9
233054879,4,9
239112794,4,9
237762756,4,9
233988306,4,9
238524694,4,9
241017995,4,9
231083319,4,9
239773253,4,9
232572497,3,9
237816540,3,9
238678456,3,9
238548330,3,9
237631619,3,9
237479938,3,9
236043874.0,3,11
238711479,3,9
238427742,3,9
239092002,3,9
238731504,3,9
240242857,3,9
238552352,3,9
238704815,3,9
238386263,3,9
238835460,3,9
237534778,3,9
234966623,3,9
237816488,3,9
237816478,3,9
237569225,3,9
237406880,3,9
233940325,3,9
237553491,3,9
230557272,3,9
233971220,3,9
240009749,3,9
238204369,3,9
237246557,3,9
237458372,3,9
238435655,3,9
238577443,3,9
234403010,3,9
238880386,3,9
236553463,3,9
231746230,3,9
231797241,3,9
234342719,3,9
240164771,3,9
240253628,3,9
235920981,3,9
233988309,3,9
237901061,3,9
239029637,3,9
236938410,3,9
241018001,3,9
240129701,3,9
237458336,3,9
232352697,3,9
236917973,3,9
240277735,3,9
239001475,3,9
235961691,3,9
237845535,3,9
239903725,3,9
236895590,3,9
240361432,3,9
237609202,3,9
240913610,3,9
240361479,3,9
237902122,3,9
238630992,3,9
239975309,3,9
239091954,3,9
235931034,3,9
238282099,3,9
238919085,3,9
238277059,3,9
238919949,3,9
238564047,3,9
238286397,3,9
236612802,3,9
238497958,3,9
238349171,3,9
238839874,3,9
238954020,3,9
238115761,3,9
239741068,3,9
238204387,3,9
237513323,3,9
237938558,3,9
240286828,3,9
234320448,3,9
238954125,3,9
237816490,3,9
238642189,3,9
238590606,3,9
237320437,3,9
236288308,3,9
240671890,3,9
238945954,3,9
236917889,3,9
239831348,3,9
239091946,3,9
240242859,3,9
239889169,3,9
238534517,3,9
237447279,3,9
236752554,3,9
237649851,3,9
237736033,3,9
240315441,3,9
232719057,3,9
238282607,3,9
238298451,3,9
240043580,3,9
238979362,3,9
236556716,3,9
234295552,3,9
237806828,3,9
237509431,3,9
238944844,3,9
237747249,3,9
238769519,3,9
236822099,3,9
