ID,Nb_of_items,TOTAL_BASKET_VALUE,TOTAL_PRODUCTS,outlier_type
84067,2.0,2610.0,2.0,price
113897,2.0,2602.0,2.0,price
84247,3.0,4967.0,3.0,price
104106,1.0,2999.0,1.0,price
113986,1.0,2599.0,1.0,price
59664,1.0,6549.0,1.0,price
107675,1.0,2799.0,1.0,price
58978,2.0,2606.0,2.0,price
84918,1.0,5299.0,1.0,price
14788,4.0,5895.0,5.0,price
80848,2.0,3548.0,2.0,price
107414,2.0,2638.0,2.0,price
65229,1.0,2999.0,1.0,price
46116,2.0,3739.0,2.0,price
90014,1.0,2599.0,1.0,price
39128,2.0,4588.0,4.0,price
77656,2.0,3139.0,2.0,price
115262,7.0,3981.0,7.0,price
57414,13.0,5252.0,14.0,price
60132,1.0,2599.0,1.0,price
78142,5.0,3235.0,5.0,price
92326,1.0,2599.0,1.0,price
96892,2.0,5139.0,2.0,price
45203,3.0,3298.0,3.0,price
6560,2.0,2799.0,2.0,price
48393,3.0,2778.0,5.0,price
82022,2.0,3689.0,3.0,price
111667,8.0,5098.0,8.0,price
87559,1.0,2599.0,1.0,price
80228,1.0,2799.0,1.0,price
14198,2.0,2798.0,2.0,price
84845,2.0,2897.0,3.0,price
46396,1.0,3999.0,1.0,price
43456,2.0,3639.0,2.0,price
70241,2.0,2698.0,2.0,price
25565,1.0,2699.0,1.0,price
98246,3.0,3913.0,3.0,price
48808,1.0,4598.0,2.0,price
43761,2.0,2624.0,2.0,price
83101,3.0,3047.0,3.0,price
46253,3.0,8318.0,3.0,price
113337,2.0,2674.0,2.0,price
88076,1.0,9999.0,1.0,price
68367,1.0,2639.0,1.0,price
59412,1.0,2799.0,1.0,price
85119,1.0,2599.0,1.0,price
39028,1.0,4588.0,2.0,price
84496,1.0,2599.0,1.0,price
90231,1.0,2599.0,1.0,price
74219,1.0,2999.0,1.0,price
110714,2.0,2809.0,2.0,price
56453,1.0,2599.0,1.0,price
37465,1.0,5999.0,1.0,price
63965,2.0,3624.0,2.0,price
14862,2.0,4148.0,2.0,price
34779,3.0,4347.0,3.0,price
85494,3.0,2598.0,3.0,price
62922,2.0,4124.0,2.0,price
73026,2.0,2610.0,2.0,price
81703,2.0,2679.0,2.0,price
94240,4.0,3150.0,4.0,price
111115,3.0,2605.0,3.0,price
42476,2.0,2999.0,2.0,price
95962,2.0,2624.0,2.0,price
40256,1.0,3199.0,1.0,price
72972,3.0,3043.0,3.0,price
76947,2.0,3958.0,3.0,price
84922,1.0,3299.0,1.0,price
64904,3.0,6035.0,4.0,price
24104,2.0,2798.0,2.0,price
3148,8.0,3234.0,9.0,price
44483,2.0,2879.0,2.0,price
59652,1.0,3299.0,1.0,price
32055,2.0,2806.0,2.0,price
65312,1.0,2999.0,1.0,price
87695,2.0,2648.0,2.0,price
78404,1.0,2599.0,1.0,price
15434,3.0,2597.0,3.0,price
103596,1.0,2690.0,1.0,price
96655,1.0,3098.0,1.0,price
16742,2.0,3544.0,2.0,price
83217,19.0,3204.0,24.0,price
81459,2.0,2610.0,2.0,price
4849,2.0,9198.0,2.0,price
78217,2.0,3348.0,2.0,price
62752,2.0,2606.0,2.0,price
5243,2.0,2806.0,2.0,price
11120,2.0,2806.0,2.0,price
19818,2.0,2698.0,2.0,price
84925,1.0,3299.0,1.0,price
48082,1.0,3299.0,1.0,price
62310,1.0,3999.0,1.0,price
41201,5.0,2911.0,14.0,price
51250,1.0,2850.0,1.0,price
92494,4.0,3136.0,4.0,price
63672,3.0,2857.0,3.0,price
29414,8.0,3620.0,8.0,price
38623,1.0,2999.0,1.0,price
107694,1.0,13995.0,1.0,price
50114,9.0,3734.0,11.0,price
115817,4.0,2598.0,4.0,price
88291,2.0,2656.0,4.0,price
83417,2.0,3870.0,7.0,price
36273,3.0,3947.0,3.0,price
108859,3.0,3667.0,3.0,price
107379,1.0,2699.0,1.0,price
82731,1.0,2599.0,1.0,price
112459,3.0,3841.0,3.0,price
31110,1.0,3999.0,1.0,price
47930,2.0,3124.0,2.0,price
21304,3.0,2904.0,3.0,price
19985,3.0,3424.0,3.0,price
33618,1.0,2699.0,1.0,price
100610,2.0,3024.0,2.0,price
84900,4.0,2746.0,4.0,price
84904,2.0,2827.0,3.0,price
65057,2.0,3019.0,2.0,price
56043,1.0,3299.0,1.0,price
83931,1.0,3299.0,1.0,price
65169,1.0,3099.0,1.0,price
59895,2.0,2999.0,2.0,price
41647,2.0,4019.0,2.0,price
109307,1.0,3000.0,12.0,price
114672,2.0,2619.0,2.0,price
62244,1.0,2599.0,1.0,price
5853,7.0,3194.0,11.0,price
56597,4.0,5546.0,4.0,price
37581,1.0,2799.0,1.0,price
104090,2.0,2683.0,2.0,price
82577,1.0,2599.0,1.0,price
85050,2.0,2606.0,2.0,price
13269,1.0,3299.0,1.0,price
59821,2.0,2678.0,2.0,price
19170,4.0,6645.0,5.0,price
71349,1.0,2699.0,1.0,price
18139,2.0,2797.0,2.0,price
83292,2.0,3010.0,2.0,price
39373,2.0,4019.0,2.0,price
58943,2.0,4149.0,2.0,price
24187,1.0,2999.0,1.0,price
68037,2.0,3798.0,2.0,price
66586,3.0,3184.0,3.0,price
16619,1.0,2999.0,1.0,price
18519,1.0,3499.0,1.0,price
62123,1.0,2599.0,1.0,price
31255,1.0,2799.0,1.0,price
52904,5.0,2627.0,5.0,price
61261,1.0,2599.0,1.0,price
44568,4.0,3882.0,4.0,price
8082,3.0,2898.0,3.0,price
108759,3.0,3547.0,3.0,price
14461,2.0,3514.0,2.0,price
104964,1.0,2599.0,1.0,price
55797,5.0,4343.0,6.0,price
26935,3.0,2939.0,3.0,price
65681,2.0,3248.0,2.0,price
81399,2.0,3679.0,2.0,price
47859,2.0,2610.0,2.0,price
5247,3.0,3648.0,3.0,price
85832,3.0,4877.0,3.0,price
64483,2.0,2839.0,2.0,price
100088,1.0,4850.0,2.0,price
78559,2.0,2939.0,2.0,price
65532,2.0,3139.0,2.0,price
90187,4.0,2866.0,4.0,price
89931,5.0,3030.0,6.0,price
81119,2.0,3298.0,2.0,price
59684,2.0,2610.0,2.0,price
110759,2.0,3257.0,3.0,price
86818,1.0,2599.0,1.0,price
68316,1.0,2599.0,1.0,price
18120,1.0,3799.0,1.0,price
29772,1.0,5999.0,1.0,price
70592,2.0,2639.0,2.0,price
61898,1.0,2699.0,1.0,price
42943,3.0,4485.0,3.0,price
76099,2.0,3044.0,2.0,price
90137,1.0,2599.0,1.0,price
43798,7.0,8642.0,10.0,price
92952,4.0,4147.0,4.0,price
64354,1.0,2999.0,1.0,price
68440,1.0,2599.0,1.0,price
83979,2.0,2606.0,2.0,price
98032,2.0,3721.0,3.0,price
97356,2.0,2798.0,2.0,price
1825,3.0,2797.0,3.0,price
113150,1.0,3598.0,2.0,price
85438,1.0,2599.0,1.0,price
12800,1.0,4258.0,2.0,price
42151,2.0,3048.0,2.0,price
94842,1.0,2799.0,1.0,price
39375,2.0,4019.0,2.0,price
97249,2.0,5348.0,2.0,price
53127,1.0,3599.0,1.0,price
87093,1.0,2899.0,1.0,price
1037,3.0,2648.0,3.0,price
28736,7.0,3053.0,8.0,price
46038,1.0,3079.0,1.0,price
110158,3.0,2864.0,3.0,price
51108,3.0,7947.0,3.0,price
89095,2.0,2877.0,2.0,price
7598,5.0,2986.0,5.0,price
92986,1.0,2999.0,1.0,price
40653,2.0,3049.0,2.0,price
77501,2.0,3139.0,2.0,price
73598,2.0,2606.0,2.0,price
46204,3.0,3684.0,3.0,price
47671,2.0,3165.0,3.0,price
82772,5.0,4669.0,5.0,price
41708,1.0,3499.0,1.0,price
9909,9.0,3736.0,19.0,price
75212,1.0,2699.0,1.0,price
21238,1.0,3199.0,1.0,price
64196,7.0,3134.0,10.0,price
107274,3.0,4092.0,5.0,price
89754,1.0,2599.0,1.0,price
27476,1.0,2699.0,1.0,price
61398,1.0,2599.0,1.0,price
93043,1.0,2699.0,1.0,price
70128,1.0,2599.0,1.0,price
39805,5.0,3063.0,9.0,price
80638,1.0,5489.0,1.0,price
83704,2.0,2598.0,2.0,price
114317,1.0,5599.0,1.0,price
115190,9.0,4229.0,11.0,price
96342,2.0,2679.0,2.0,price
55938,1.0,2599.0,1.0,price
31989,1.0,3499.0,1.0,price
74159,2.0,2997.0,2.0,price
57463,1.0,4999.0,1.0,price
98377,1.0,3710.0,2.0,price
112870,4.0,3396.0,5.0,price
75362,1.0,4499.0,1.0,price
40628,2.0,3798.0,2.0,price
80642,1.0,2599.0,1.0,price
63431,1.0,3299.0,1.0,price
90188,1.0,3749.0,1.0,price
12722,7.0,3094.0,7.0,price
108509,1.0,3418.0,2.0,price
87121,2.0,3318.0,4.0,price
104010,4.0,5416.0,4.0,price
62634,1.0,2599.0,1.0,price
114597,1.0,8624.0,1.0,price
22757,5.0,3129.0,7.0,price
96543,4.0,2582.0,4.0,price
47766,1.0,3999.0,1.0,price
9978,3.0,3012.0,3.0,price
33766,16.0,3363.0,17.0,price
37506,2.0,3758.0,2.0,price
75351,1.0,2999.0,1.0,price
43188,1.0,2999.0,1.0,price
84928,2.0,3306.0,2.0,price
74453,3.0,5149.0,3.0,price
82990,2.0,3079.0,2.0,price
79532,4.0,2949.0,4.0,price
77336,2.0,3310.0,2.0,price
65834,1.0,3099.0,1.0,price
48166,1.0,2799.0,1.0,price
80195,1.0,2599.0,1.0,price
58805,2.0,2606.0,2.0,price
69846,2.0,3098.0,2.0,price
111432,3.0,2798.0,4.0,price
85780,1.0,3299.0,1.0,price
93909,1.0,3098.0,1.0,price
44817,3.0,5398.0,3.0,price
42285,2.0,2947.0,3.0,price
68721,5.0,2774.0,5.0,price
4317,4.0,2677.0,4.0,price
101527,2.0,3248.0,2.0,price
76116,3.0,4096.0,4.0,price
85195,2.0,3148.0,2.0,price
102556,2.0,3028.0,3.0,price
111412,1.0,2599.0,1.0,price
106700,3.0,4287.0,3.0,price
10095,2.0,3299.0,2.0,price
60061,1.0,2599.0,1.0,price
7001,2.0,3299.0,2.0,price
19559,1.0,3299.0,1.0,price
87488,2.0,2606.0,2.0,price
87545,3.0,5288.0,4.0,price
6873,3.0,3012.0,3.0,price
56412,1.0,2599.0,1.0,price
82833,2.0,2878.0,2.0,price
8462,3.0,3808.0,3.0,price
7521,4.0,3647.0,4.0,price
81126,3.0,3372.0,4.0,price
56273,2.0,2610.0,2.0,price
27003,3.0,3923.0,3.0,price
84712,2.0,2606.0,2.0,price
112011,1.0,3798.0,2.0,price
25381,1.0,2699.0,1.0,price
35274,2.0,2824.0,2.0,price
34644,5.0,2771.0,5.0,price
112141,2.0,3558.0,2.0,price
107659,4.0,3030.0,6.0,price
68956,3.0,3352.0,3.0,price
103867,2.0,2698.0,2.0,price
48406,2.0,2698.0,4.0,price
18059,1.0,2699.0,1.0,price
7850,2.0,3199.0,2.0,price
38568,3.0,6621.0,3.0,price
89231,3.0,3587.0,3.0,price
93015,1.0,2999.0,1.0,price
101008,8.0,3266.0,9.0,price
80925,1.0,2798.0,2.0,price
108084,1.0,2699.0,1.0,price
7385,3.0,2744.0,3.0,price
44939,2.0,8798.0,2.0,price
19945,2.0,3603.0,3.0,price
40077,2.0,3298.0,2.0,price
89652,2.0,4958.0,4.0,price
5089,3.0,3297.0,4.0,price
92836,2.0,3448.0,2.0,price
83268,2.0,3364.0,2.0,price
101768,3.0,2737.0,3.0,price
99641,1.0,3549.0,1.0,price
25402,1.0,2799.0,1.0,price
54899,2.0,2998.0,2.0,price
70550,2.0,2839.0,2.0,price
83844,1.0,2599.0,1.0,price
56837,2.0,3548.0,2.0,price
57218,2.0,2679.0,2.0,price
45668,3.0,2697.0,3.0,price
62129,3.0,3118.0,3.0,price
64724,1.0,2849.0,1.0,price
6717,3.0,2859.0,3.0,price
21616,2.0,3498.0,2.0,price
84903,1.0,3299.0,1.0,price
81708,2.0,3305.0,3.0,price
5409,3.0,2975.0,3.0,price
45199,3.0,3298.0,3.0,price
96719,1.0,4798.0,2.0,price
15689,1.0,3343.0,1.0,price
77213,1.0,2599.0,1.0,price
95806,2.0,3124.0,2.0,price
83762,1.0,2599.0,1.0,price
55334,3.0,3057.0,3.0,price
1029,4.0,2644.0,4.0,price
28267,5.0,4014.0,11.0,price
83917,2.0,2698.0,2.0,price
11376,2.0,2799.0,2.0,price
81761,2.0,3079.0,2.0,price
82563,1.0,2599.0,1.0,price
112845,1.0,9549.0,1.0,price
70479,2.0,2898.0,2.0,price
43573,2.0,3198.0,2.0,price
93798,1.0,3519.0,1.0,price
13360,2.0,4697.0,3.0,price
84411,3.0,3086.0,3.0,price
57506,3.0,2705.0,3.0,price
42263,2.0,2698.0,2.0,price
68267,3.0,2686.0,3.0,price
62447,2.0,5649.0,2.0,price
84050,2.0,3006.0,2.0,price
68771,2.0,2679.0,2.0,price
103908,1.0,3399.0,1.0,price
59387,1.0,2699.0,1.0,price
5518,3.0,3198.0,3.0,price
33829,2.0,2898.0,2.0,price
81168,2.0,2606.0,2.0,price
84483,1.0,2599.0,1.0,price
68805,1.0,2599.0,1.0,price
88551,1.0,2599.0,1.0,price
84944,1.0,3299.0,1.0,price
18290,3.0,3696.0,4.0,price
46221,2.0,4005.0,3.0,price
72676,4.0,2988.0,4.0,price
90128,1.0,2599.0,1.0,price
35040,2.0,2698.0,2.0,price
45985,1.0,2797.0,1.0,price
67473,3.0,3097.0,5.0,price
59378,4.0,2731.0,4.0,price
33325,2.0,6819.0,2.0,price
20298,7.0,2847.0,7.0,price
63385,3.0,3499.0,3.0,price
16292,2.0,4799.0,2.0,price
114875,2.0,3848.0,2.0,price
72269,3.0,5197.0,3.0,price
62810,1.0,2599.0,1.0,price
32961,10.0,2924.0,10.0,price
27449,3.0,4647.0,3.0,price
73920,4.0,3148.0,4.0,price
82697,6.0,2746.0,6.0,price
10034,2.0,2806.0,2.0,price
96207,1.0,2799.0,1.0,price
85624,2.0,2606.0,2.0,price
37674,2.0,4698.0,2.0,price
88542,1.0,2599.0,1.0,price
28723,2.0,2773.0,2.0,price
99037,2.0,3314.0,2.0,price
32351,2.0,5598.0,2.0,price
75195,6.0,3120.0,7.0,price
21114,5.0,4146.0,6.0,price
25513,1.0,2699.0,1.0,price
34412,4.0,3603.0,4.0,price
68780,1.0,2599.0,1.0,price
10704,2.0,3358.0,3.0,price
42235,1.0,3499.0,1.0,price
113448,2.0,2879.0,2.0,price
40023,2.0,2999.0,2.0,price
40377,2.0,2719.0,2.0,price
33508,3.0,2786.0,9.0,price
40004,1.0,2699.0,1.0,price
107704,2.0,3698.0,2.0,price
18304,1.0,2699.0,1.0,price
100194,4.0,5249.0,4.0,price
112346,15.0,9783.0,20.0,price
81267,3.0,2671.0,3.0,price
43129,3.0,3448.0,3.0,price
62931,3.0,2696.0,3.0,price
63148,2.0,2616.0,2.0,price
95251,1.0,2939.0,1.0,price
111423,1.0,2599.0,1.0,price
111766,1.0,2599.0,1.0,price
102608,1.0,2599.0,1.0,price
111842,2.0,2739.0,2.0,price
19770,3.0,2648.0,3.0,price
17438,1.0,2749.0,1.0,price
58323,1.0,2599.0,1.0,price
40498,2.0,2848.0,2.0,price
72829,1.0,3799.0,1.0,price
104558,3.0,3264.0,3.0,price
103172,1.0,2599.0,1.0,price
16493,2.0,3324.0,2.0,price
81774,2.0,3010.0,2.0,price
75675,1.0,2799.0,1.0,price
69955,2.0,2924.0,2.0,price
59514,1.0,2599.0,1.0,price
104624,1.0,4850.0,2.0,price
43457,3.0,2586.0,4.0,price
26260,2.0,4869.0,2.0,price
64882,3.0,3159.0,3.0,price
21224,4.0,4146.0,4.0,price
94769,9.0,3339.0,13.0,price
62378,2.0,2610.0,2.0,price
94905,1.0,3299.0,1.0,price
46999,3.0,2844.0,3.0,price
96085,2.0,2606.0,2.0,price
95454,1.0,5299.0,1.0,price
88195,1.0,2599.0,1.0,price
90950,39.0,3454.0,24.0,price
48160,1.0,4999.0,1.0,price
36083,2.0,2712.0,2.0,price
55787,2.0,3370.0,2.0,price
22439,1.0,2999.0,1.0,price
16891,1.0,3299.0,1.0,price
81691,1.0,2599.0,1.0,price
112228,1.0,2599.0,1.0,price
39255,2.0,3219.0,2.0,price
62168,2.0,5747.0,3.0,price
18430,1.0,3299.0,1.0,price
84493,1.0,2599.0,1.0,price
56044,1.0,3299.0,1.0,price
16571,4.0,2774.0,4.0,price
97232,2.0,3019.0,2.0,price
40329,1.0,3399.0,1.0,price
10646,4.0,2773.0,4.0,price
51241,4.0,3529.0,4.0,price
77361,2.0,3589.0,2.0,price
63470,1.0,3299.0,1.0,price
43144,2.0,2839.0,2.0,price
43194,15.0,2823.0,26.0,price
70172,1.0,2599.0,1.0,price
106145,4.0,4323.0,4.0,price
78057,2.0,2610.0,2.0,price
68864,1.0,3199.0,1.0,price
86811,1.0,2599.0,1.0,price
70409,2.0,2724.0,2.0,price
104830,2.0,2934.0,2.0,price
102137,2.0,2675.0,2.0,price
89032,2.0,2761.0,3.0,price
82343,1.0,2599.0,1.0,price
64353,2.0,4019.0,2.0,price
83487,3.0,3152.0,3.0,price
61423,3.0,2857.0,3.0,price
93911,4.0,2912.0,4.0,price
5355,4.0,2981.0,4.0,price
59010,2.0,2679.0,2.0,price
65349,2.0,3548.0,2.0,price
112133,1.0,2599.0,1.0,price
16407,3.0,3044.0,3.0,price
12581,9.0,2777.0,14.0,price
63626,2.0,2849.0,2.0,price
113312,2.0,3048.0,2.0,price
22505,2.0,4398.0,2.0,price
70736,1.0,3299.0,1.0,price
58105,3.0,3829.0,3.0,price
11288,2.0,3019.0,2.0,price
78574,2.0,3044.0,2.0,price
76344,2.0,3098.0,3.0,price
25949,1.0,3449.0,2.0,price
5799,3.0,2879.0,3.0,price
98004,12.0,3914.0,42.0,price
26957,2.0,4519.0,2.0,price
70243,1.0,2799.0,1.0,price
80293,1.0,2599.0,1.0,price
84049,2.0,3006.0,2.0,price
99909,3.0,2983.0,3.0,price
43245,4.0,2607.0,4.0,price
105809,2.0,2599.0,2.0,price
55211,3.0,3718.0,3.0,price
112729,4.0,3365.0,5.0,price
106746,3.0,4161.0,3.0,price
107900,2.0,2819.0,2.0,price
106959,2.0,3919.0,2.0,price
27069,2.0,2799.0,2.0,price
40857,2.0,2698.0,2.0,price
68772,1.0,2599.0,1.0,price
32179,2.0,4065.0,2.0,price
2279,3.0,3104.0,3.0,price
41745,2.0,3398.0,2.0,price
3507,4.0,3957.0,4.0,price
20772,1.0,3499.0,1.0,price
17026,2.0,3019.0,2.0,price
58772,1.0,2599.0,1.0,price
108871,2.0,3444.0,2.0,price
42456,1.0,2999.0,1.0,price
68425,1.0,2999.0,1.0,price
83131,1.0,2999.0,1.0,price
108971,2.0,2868.0,2.0,price
12838,3.0,4356.0,4.0,price
47416,2.0,4958.0,4.0,price
27362,1.0,3999.0,1.0,price
115545,30.0,9372.0,28.0,price
4295,3.0,2723.0,4.0,price
5707,3.0,3597.0,4.0,price
85852,2.0,2606.0,2.0,price
93463,2.0,3188.0,2.0,price
52864,4.0,3082.0,4.0,price
44739,1.0,2699.0,1.0,price
76882,1.0,2698.0,2.0,price
49655,2.0,3439.0,2.0,price
84418,2.0,2606.0,2.0,price
80811,1.0,2999.0,1.0,price
83522,1.0,2999.0,1.0,price
100853,3.0,2827.0,3.0,price
36448,2.0,3299.0,2.0,price
67763,2.0,3798.0,2.0,price
73829,1.0,2599.0,1.0,price
38269,2.0,3544.0,2.0,price
80409,2.0,3218.0,2.0,price
64716,3.0,4024.0,3.0,price
96196,3.0,3181.0,3.0,price
24142,2.0,3319.0,2.0,price
23889,2.0,2844.0,2.0,price
17486,2.0,2999.0,2.0,price
99364,6.0,3931.0,6.0,price
115392,5.0,4797.0,5.0,price
88517,1.0,3799.0,1.0,price
92335,2.0,9574.0,2.0,price
64889,2.0,3398.0,4.0,price
114185,2.0,2912.0,8.0,price
86056,4.0,3747.0,4.0,price
3453,4.0,2857.0,4.0,price
66050,2.0,3139.0,2.0,price
50546,1.0,2999.0,1.0,price
11289,2.0,3999.0,2.0,price
21930,2.0,3999.0,2.0,price
42118,1.0,5299.0,1.0,price
65657,1.0,3999.0,1.0,price
82724,2.0,2679.0,2.0,price
83833,1.0,2599.0,1.0,price
33867,1.0,2699.0,1.0,price
3797,3.0,2598.0,3.0,price
113762,7.0,3481.0,9.0,price
59,2.0,2999.0,2.0,price
61058,2.0,2819.0,2.0,price
60563,3.0,3705.0,3.0,price
26199,1.0,18349.0,1.0,price
51831,1.0,3299.0,1.0,price
76230,2.0,3799.0,2.0,price
88376,2.0,3538.0,2.0,price
100261,1.0,2595.0,1.0,price
39116,2.0,2848.0,2.0,price
76246,3.0,3589.0,4.0,price
40805,1.0,3398.0,2.0,price
66612,1.0,2999.0,1.0,price
87783,3.0,2896.0,4.0,price
1060,2.0,3012.0,2.0,price
66310,1.0,2779.0,1.0,price
66025,16.0,2752.0,26.0,price
19207,6.0,2945.0,8.0,price
65548,1.0,3099.0,1.0,price
93539,1.0,2649.0,1.0,price
63477,1.0,3299.0,1.0,price
40148,5.0,2841.0,7.0,price
105951,2.0,2648.0,2.0,price
96910,1.0,2799.0,1.0,price
48896,1.0,3599.0,1.0,price
68455,1.0,3099.0,1.0,price
85944,1.0,2599.0,1.0,price
58560,6.0,2694.0,8.0,price
112524,4.0,5265.0,5.0,price
95545,3.0,5197.0,3.0,price
24140,1.0,3749.0,1.0,price
79191,3.0,2671.0,3.0,price
12780,3.0,6397.0,3.0,price
27168,2.0,3348.0,2.0,price
11225,2.0,2719.0,2.0,price
83374,1.0,2599.0,1.0,price
8212,2.0,3999.0,2.0,price
89990,2.0,2606.0,2.0,price
104914,1.0,2999.0,1.0,price
21071,5.0,3026.0,8.0,price
85118,3.0,2587.0,3.0,price
64898,1.0,2699.0,1.0,price
41511,2.0,2999.0,2.0,price
80463,3.0,3264.0,3.0,price
63389,1.0,3299.0,1.0,price
39898,2.0,2797.0,3.0,price
30186,2.0,2699.0,2.0,price
60392,1.0,2599.0,1.0,price
65973,2.0,3124.0,2.0,price
25437,1.0,4299.0,1.0,price
107159,4.0,3196.0,4.0,price
82155,1.0,2599.0,1.0,price
4217,2.0,2999.0,2.0,price
12695,2.0,3098.0,2.0,price
80961,1.0,2999.0,1.0,price
95818,1.0,2599.0,1.0,price
42260,1.0,2599.0,1.0,price
80962,1.0,2999.0,1.0,price
102767,2.0,2939.0,2.0,price
55980,1.0,2699.0,1.0,price
105970,3.0,2682.0,3.0,price
8052,3.0,2879.0,3.0,price
99873,8.0,3302.0,8.0,price
73108,2.0,2606.0,2.0,price
30369,2.0,2839.0,2.0,price
63414,1.0,3299.0,1.0,price
28810,2.0,2939.0,2.0,price
37875,3.0,3556.0,4.0,price
10742,2.0,4598.0,3.0,price
83961,4.0,2707.0,4.0,price
55808,6.0,5500.0,6.0,price
107083,2.0,2824.0,2.0,price
57737,1.0,2599.0,1.0,price
59754,2.0,2606.0,2.0,price
51237,2.0,3697.0,3.0,price
60192,2.0,3398.0,2.0,price
25119,1.0,3499.0,1.0,price
45465,1.0,3999.0,1.0,price
45208,3.0,3298.0,3.0,price
80554,6.0,3068.0,8.0,price
50315,1.0,3299.0,1.0,price
95623,1.0,2599.0,1.0,price
63398,1.0,3299.0,1.0,price
27279,2.0,3299.0,2.0,price
42553,3.0,2798.0,3.0,price
105527,1.0,2595.0,1.0,price
27942,1.0,3299.0,1.0,price
65853,1.0,3900.0,1.0,price
63388,2.0,3306.0,2.0,price
63772,3.0,2753.0,3.0,price
110225,1.0,2599.0,1.0,price
85619,2.0,2679.0,2.0,price
103949,9.0,3418.0,18.0,price
62901,2.0,2639.0,2.0,price
18606,1.0,3974.0,1.0,price
38536,18.0,3003.0,23.0,price
24355,2.0,2798.0,2.0,price
25245,1.0,2849.0,1.0,price
115845,1.0,2595.0,1.0,price
85139,1.0,2699.0,1.0,price
33791,3.0,2734.0,3.0,price
92674,1.0,2599.0,1.0,price
68681,5.0,2865.0,5.0,price
113796,2.0,3698.0,2.0,price
64739,2.0,3124.0,2.0,price
32546,5.0,3192.0,8.0,price
67515,1.0,2999.0,1.0,price
58729,2.0,2606.0,2.0,price
110474,2.0,2602.0,2.0,price
51179,5.0,6641.0,5.0,price
103570,1.0,3399.0,1.0,price
58420,1.0,2599.0,1.0,price
40410,2.0,2898.0,2.0,price
97292,1.0,2799.0,1.0,price
87104,2.0,2679.0,2.0,price
64747,3.0,3297.0,3.0,price
86985,2.0,3797.0,3.0,price
79385,3.0,2857.0,3.0,price
18303,7.0,7133.0,8.0,price
59001,5.0,3974.0,7.0,price
36691,3.0,3437.0,3.0,price
38969,3.0,3237.0,3.0,price
74730,3.0,3191.0,3.0,price
5283,4.0,4697.0,4.0,price
59294,2.0,4748.0,2.0,price
65822,1.0,2999.0,1.0,price
86418,2.0,2609.0,2.0,price
31975,2.0,2898.0,2.0,price
84585,3.0,3612.0,8.0,price
13997,2.0,3599.0,2.0,price
64192,2.0,3896.0,4.0,price
63399,1.0,2799.0,1.0,price
96039,2.0,3354.0,2.0,price
87643,2.0,2610.0,2.0,price
48389,2.0,3586.0,2.0,price
66257,3.0,2797.0,3.0,price
30564,8.0,2629.0,8.0,price
71078,2.0,3119.0,2.0,price
43274,1.0,2699.0,1.0,price
21953,6.0,3448.0,6.0,price
10346,2.0,2814.0,4.0,price
114926,3.0,6531.0,3.0,price
31635,3.0,2747.0,3.0,price
56799,17.0,3110.0,21.0,price
58443,1.0,2599.0,1.0,price
41862,2.0,2629.0,2.0,price
65808,1.0,2999.0,1.0,price
113258,1.0,3378.0,2.0,price
21053,3.0,2998.0,3.0,price
57596,1.0,3600.0,1.0,price
83819,1.0,2999.0,1.0,price
84499,1.0,2599.0,1.0,price
82173,2.0,4597.0,3.0,price
68579,2.0,2898.0,2.0,price
10895,4.0,4506.0,5.0,price
38920,1.0,4799.0,1.0,price
38427,3.0,2714.0,3.0,price
100623,2.0,3498.0,2.0,price
43352,2.0,2749.0,3.0,price
47874,1.0,2599.0,1.0,price
99805,1.0,2799.0,1.0,price
30609,2.0,3519.0,2.0,price
43722,1.0,2999.0,1.0,price
88947,2.0,3148.0,2.0,price
42012,2.0,3418.0,3.0,price
115550,2.0,3185.0,3.0,price
22556,1.0,3899.0,1.0,price
112193,1.0,2599.0,1.0,price
81031,2.0,3248.0,2.0,price
19976,2.0,2797.0,2.0,price
81386,1.0,2599.0,1.0,price
40225,2.0,2639.0,2.0,price
13100,2.0,3270.0,2.0,price
90539,2.0,3998.0,2.0,price
93562,1.0,2639.0,1.0,price
67079,3.0,3169.0,3.0,price
64379,5.0,4098.0,5.0,price
35355,1.0,3499.0,1.0,price
16688,2.0,3639.0,2.0,price
114397,2.0,2598.0,2.0,price
86065,2.0,2606.0,2.0,price
63605,4.0,4297.0,6.0,price
84920,1.0,3299.0,1.0,price
68849,1.0,2599.0,1.0,price
102429,1.0,2799.0,1.0,price
48552,1.0,2599.0,1.0,price
267,2.0,4006.0,2.0,price
66244,1.0,2999.0,1.0,price
67731,2.0,2849.0,2.0,price
66146,1.0,2999.0,1.0,price
82924,2.0,3006.0,2.0,price
104123,1.0,2595.0,1.0,price
81959,2.0,2712.0,2.0,price
67455,1.0,5499.0,1.0,price
1243,2.0,2919.0,2.0,price
90601,2.0,3819.0,2.0,price
14041,2.0,2806.0,2.0,price
103842,2.0,3878.0,2.0,price
96260,1.0,2599.0,1.0,price
38426,3.0,2714.0,3.0,price
103871,1.0,2599.0,1.0,price
24546,4.0,3498.0,4.0,price
27614,2.0,2648.0,2.0,price
86200,3.0,2690.0,3.0,price
47346,3.0,3265.0,3.0,price
46340,2.0,3419.0,2.0,price
61903,2.0,2606.0,2.0,price
16916,2.0,3219.0,2.0,price
22367,2.0,3698.0,2.0,price
17767,2.0,3019.0,2.0,price
37230,3.0,2659.0,3.0,price
